lesson_id,lesson_no,tag_id,tag_code,tag_slug,assignment_order,assignment_basis,taxonomy_version
7292614b-ad5b-496f-836e-1ca257cb80cc,50,104ef8bd-d244-530b-92b3-2306851aea6b,TAG025,condition_hypothesis,1,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
7292614b-ad5b-496f-836e-1ca257cb80cc,50,4b6fce9c-3dfa-5d0b-93d8-0627d9226726,TAG003,future,2,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
7292614b-ad5b-496f-836e-1ca257cb80cc,50,8d053260-0d4d-54a6-a41b-fbc55307c767,TAG002,past,3,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
7292614b-ad5b-496f-836e-1ca257cb80cc,50,c9500ddf-691d-571f-acd7-f84a5ff2fbef,TAG007,interrogation,4,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
7292614b-ad5b-496f-836e-1ca257cb80cc,50,c556850b-2987-5116-8a64-031367f8535a,TAG027,subordination,5,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
5a20dade-1724-4c8a-887c-14dee287c1a2,51,c556850b-2987-5116-8a64-031367f8535a,TAG027,subordination,1,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
5a20dade-1724-4c8a-887c-14dee287c1a2,51,16604b24-295e-5cbf-b631-1b2ba0182a71,TAG006,negation,2,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
5a20dade-1724-4c8a-887c-14dee287c1a2,51,c9500ddf-691d-571f-acd7-f84a5ff2fbef,TAG007,interrogation,3,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
5a20dade-1724-4c8a-887c-14dee287c1a2,51,0367c229-2bde-5243-816f-f09652db4779,TAG010,register_variation,4,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
5a20dade-1724-4c8a-887c-14dee287c1a2,51,104ef8bd-d244-530b-92b3-2306851aea6b,TAG025,condition_hypothesis,5,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
f0a5d28c-4b03-42c8-bd92-0708737ab3f1,52,3802ca3e-551c-5a80-ba60-e96c41af0524,TAG026,logical_relation,1,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
f0a5d28c-4b03-42c8-bd92-0708737ab3f1,52,c556850b-2987-5116-8a64-031367f8535a,TAG027,subordination,2,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
f0a5d28c-4b03-42c8-bd92-0708737ab3f1,52,0367c229-2bde-5243-816f-f09652db4779,TAG010,register_variation,3,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
